Date,Product,Category,Price,Sales_Quantity,Revenue,Region,Customer_Rating
08-07-2023,Vivel Soap,Personal Care,96,274,26304,South,3.7
08-07-2023,ITC Master Chef Frozen Foods,Food,172,659,113348,South,4.8
08-07-2023,Engage Deodorants,Personal Care,178,513,91314,East,3.7
08-07-2023,Candyman Toffees,Food,101,230,23230,West,3.7
09-07-2023,Aashirvaad Atta,Food,289,238,68782,South,3.6
09-07-2023,Sunfeast Biscuits,Food,137,568,77816,North,3.7
09-07-2023,Bingo Chips,Food,196,599,117404,West,4.1
09-07-2023,Yippee Noodles,Food,235,614,144290,South,4.8
09-07-2023,Classmate Notebooks,Stationery,57,400,22800,West,4.4
09-07-2023,Fiama Shower Gel,Personal Care,191,686,131026,East,3.8
09-07-2023,Vivel Soap,Personal Care,269,943,253667,West,3.9
09-07-2023,ITC Master Chef Frozen Foods,Food,38,421,15998,South,4.5
09-07-2023,Engage Deodorants,Personal Care,212,460,97520,East,3.8
09-07-2023,Candyman Toffees,Food,232,151,35032,East,5
10-07-2023,Aashirvaad Atta,Food,173,160,27680,North,4.5
10-07-2023,Sunfeast Biscuits,Food,108,340,36720,East,4.5
10-07-2023,Bingo Chips,Food,290,92,26680,East,4.2
10-07-2023,Yippee Noodles,Food,200,100,20000,South,3.6
10-07-2023,Classmate Notebooks,Stationery,78,826,64428,West,4.1
10-07-2023,Fiama Shower Gel,Personal Care,239,238,56882,South,4.9
10-07-2023,Vivel Soap,Personal Care,85,725,61625,North,4.3
10-07-2023,ITC Master Chef Frozen Foods,Food,186,436,81096,South,4.2
10-07-2023,Engage Deodorants,Personal Care,227,750,170250,South,4.6
10-07-2023,Candyman Toffees,Food,239,304,72656,West,3.9
11-07-2023,Aashirvaad Atta,Food,270,815,220050,West,4.5
11-07-2023,Sunfeast Biscuits,Food,266,705,187530,West,4.4
11-07-2023,Bingo Chips,Food,56,912,51072,West,5
11-07-2023,Yippee Noodles,Food,244,198,48312,East,4.8
11-07-2023,Classmate Notebooks,Stationery,175,139,24325,East,3.9
11-07-2023,Fiama Shower Gel,Personal Care,183,266,48678,West,4.8
11-07-2023,Vivel Soap,Personal Care,106,678,71868,South,4.5
11-07-2023,ITC Master Chef Frozen Foods,Food,30,249,7470,East,4.9
11-07-2023,Engage Deodorants,Personal Care,257,837,215109,South,4.3
11-07-2023,Candyman Toffees,Food,40,547,21880,West,4
12-07-2023,Aashirvaad Atta,Food,274,320,87680,South,4.5
12-07-2023,Sunfeast Biscuits,Food,294,551,161994,West,3.8
12-07-2023,Bingo Chips,Food,46,391,17986,North,4.9
12-07-2023,Yippee Noodles,Food,241,142,34222,West,3.5
12-07-2023,Classmate Notebooks,Stationery,175,208,36400,North,4.7
12-07-2023,Fiama Shower Gel,Personal Care,82,298,24436,West,4.4
12-07-2023,Vivel Soap,Personal Care,99,590,58410,East,4.6
12-07-2023,ITC Master Chef Frozen Foods,Food,229,889,203581,North,4.6
12-07-2023,Engage Deodorants,Personal Care,51,696,35496,North,4.5
12-07-2023,Candyman Toffees,Food,292,107,31244,North,3.7
13-07-2023,Aashirvaad Atta,Food,82,934,76588,East,4.4
13-07-2023,Sunfeast Biscuits,Food,162,743,120366,South,4
13-07-2023,Bingo Chips,Food,134,363,48642,South,4.4
13-07-2023,Yippee Noodles,Food,91,648,58968,South,4.7
13-07-2023,Classmate Notebooks,Stationery,112,585,65520,North,3.9
13-07-2023,Fiama Shower Gel,Personal Care,218,812,177016,West,4.9
13-07-2023,Vivel Soap,Personal Care,246,527,129642,East,3.8
13-07-2023,ITC Master Chef Frozen Foods,Food,55,872,47960,South,3.8
13-07-2023,Engage Deodorants,Personal Care,33,560,18480,West,4.9
13-07-2023,Candyman Toffees,Food,37,533,19721,West,4.9
14-07-2023,Aashirvaad Atta,Food,68,292,19856,West,3.8
14-07-2023,Sunfeast Biscuits,Food,280,810,226800,North,4
14-07-2023,Bingo Chips,Food,227,164,37228,North,4.9
14-07-2023,Yippee Noodles,Food,84,531,44604,South,3.9
14-07-2023,Classmate Notebooks,Stationery,187,264,49368,East,4.7
14-07-2023,Fiama Shower Gel,Personal Care,268,765,205020,South,3.9
14-07-2023,Vivel Soap,Personal Care,170,918,156060,South,4.9
14-07-2023,ITC Master Chef Frozen Foods,Food,141,325,45825,West,4.2
14-07-2023,Engage Deodorants,Personal Care,297,77,22869,West,4.3
14-07-2023,Candyman Toffees,Food,65,596,38740,South,4
15-07-2023,Aashirvaad Atta,Food,45,488,21960,South,3.7
15-07-2023,Sunfeast Biscuits,Food,92,626,57592,East,3.7
15-07-2023,Bingo Chips,Food,31,777,24087,West,4.5
15-07-2023,Yippee Noodles,Food,190,405,76950,West,3.8
15-07-2023,Classmate Notebooks,Stationery,189,230,43470,West,3.7
15-07-2023,Fiama Shower Gel,Personal Care,178,963,171414,North,4.3
15-07-2023,Vivel Soap,Personal Care,109,433,47197,East,3.6
15-07-2023,ITC Master Chef Frozen Foods,Food,48,334,16032,North,3.6
15-07-2023,Engage Deodorants,Personal Care,282,385,108570,East,4.3
15-07-2023,Candyman Toffees,Food,82,528,43296,North,5
16-07-2023,Aashirvaad Atta,Food,11,805,8855,South,3.5
16-07-2023,Sunfeast Biscuits,Food,68,914,62152,East,5
16-07-2023,Bingo Chips,Food,11,804,8844,East,3.8
16-07-2023,Yippee Noodles,Food,238,643,153034,West,4.1
16-07-2023,Classmate Notebooks,Stationery,38,440,16720,West,3.8
16-07-2023,Fiama Shower Gel,Personal Care,115,81,9315,North,4.9
16-07-2023,Vivel Soap,Personal Care,78,862,67236,North,3.9
16-07-2023,ITC Master Chef Frozen Foods,Food,109,707,77063,North,3.9
16-07-2023,Engage Deodorants,Personal Care,38,942,35796,North,3.7
16-07-2023,Candyman Toffees,Food,152,439,66728,North,4.6
17-07-2023,Aashirvaad Atta,Food,269,131,35239,North,4.2
17-07-2023,Sunfeast Biscuits,Food,181,280,50680,South,3.9
17-07-2023,Bingo Chips,Food,123,111,13653,South,3.8
17-07-2023,Yippee Noodles,Food,219,304,66576,West,3.8
17-07-2023,Classmate Notebooks,Stationery,205,936,191880,West,4.5
17-07-2023,Fiama Shower Gel,Personal Care,61,854,52094,South,3.6
17-07-2023,Vivel Soap,Personal Care,245,950,232750,East,3.7
17-07-2023,ITC Master Chef Frozen Foods,Food,54,698,37692,North,3.6
17-07-2023,Engage Deodorants,Personal Care,135,628,84780,West,3.7
17-07-2023,Candyman Toffees,Food,38,692,26296,North,3.8
18-07-2023,Aashirvaad Atta,Food,295,954,281430,South,4
18-07-2023,Sunfeast Biscuits,Food,12,479,5748,East,4.3
18-07-2023,Bingo Chips,Food,150,792,118800,East,5
18-07-2023,Yippee Noodles,Food,139,494,68666,West,3.7
18-07-2023,Classmate Notebooks,Stationery,73,80,5840,South,4.4
18-07-2023,Fiama Shower Gel,Personal Care,119,630,74970,West,4.2
18-07-2023,Vivel Soap,Personal Care,265,873,231345,North,3.8
18-07-2023,ITC Master Chef Frozen Foods,Food,171,335,57285,South,3.6
18-07-2023,Engage Deodorants,Personal Care,64,884,56576,South,5
18-07-2023,Candyman Toffees,Food,135,457,61695,East,4.1
19-07-2023,Aashirvaad Atta,Food,197,747,147159,West,4.8
19-07-2023,Sunfeast Biscuits,Food,20,920,18400,South,4.9
19-07-2023,Bingo Chips,Food,94,149,14006,South,3.6
19-07-2023,Yippee Noodles,Food,53,327,17331,South,3.9
19-07-2023,Classmate Notebooks,Stationery,123,540,66420,West,4.6
19-07-2023,Fiama Shower Gel,Personal Care,39,313,12207,East,4.8
19-07-2023,Vivel Soap,Personal Care,124,325,40300,East,4.6
19-07-2023,ITC Master Chef Frozen Foods,Food,270,892,240840,West,4.6
19-07-2023,Engage Deodorants,Personal Care,220,776,170720,West,4.9
19-07-2023,Candyman Toffees,Food,35,76,2660,West,4.2
20-07-2023,Aashirvaad Atta,Food,179,462,82698,North,4.1
20-07-2023,Sunfeast Biscuits,Food,298,278,82844,East,4.6
20-07-2023,Bingo Chips,Food,25,840,21000,West,4.1
20-07-2023,Yippee Noodles,Food,21,121,2541,West,3.9
20-07-2023,Classmate Notebooks,Stationery,186,331,61566,East,4.4
20-07-2023,Fiama Shower Gel,Personal Care,278,461,128158,East,4.5
20-07-2023,Vivel Soap,Personal Care,244,67,16348,South,3.8
20-07-2023,ITC Master Chef Frozen Foods,Food,291,193,56163,North,4.6
20-07-2023,Engage Deodorants,Personal Care,163,737,120131,South,4.2
20-07-2023,Candyman Toffees,Food,143,607,86801,South,4.9
21-07-2023,Aashirvaad Atta,Food,225,707,159075,West,4.4
21-07-2023,Sunfeast Biscuits,Food,282,808,227856,South,3.8
21-07-2023,Bingo Chips,Food,79,199,15721,South,4.2
21-07-2023,Yippee Noodles,Food,149,148,22052,East,4.5
21-07-2023,Classmate Notebooks,Stationery,160,993,158880,South,4.1
21-07-2023,Fiama Shower Gel,Personal Care,98,702,68796,South,4.2
21-07-2023,Vivel Soap,Personal Care,192,300,57600,West,3.6
21-07-2023,ITC Master Chef Frozen Foods,Food,278,275,76450,South,4.6
21-07-2023,Engage Deodorants,Personal Care,239,180,43020,West,3.6
21-07-2023,Candyman Toffees,Food,256,481,123136,East,4.4
22-07-2023,Aashirvaad Atta,Food,219,664,145416,West,4
22-07-2023,Sunfeast Biscuits,Food,142,884,125528,South,3.9
22-07-2023,Bingo Chips,Food,138,140,19320,North,3.5
22-07-2023,Yippee Noodles,Food,219,573,125487,South,3.6
22-07-2023,Classmate Notebooks,Stationery,182,769,139958,East,5
22-07-2023,Fiama Shower Gel,Personal Care,148,552,81696,North,4.7
22-07-2023,Vivel Soap,Personal Care,152,877,133304,North,3.8
22-07-2023,ITC Master Chef Frozen Foods,Food,217,891,193347,West,3.7
22-07-2023,Engage Deodorants,Personal Care,73,804,58692,East,4
22-07-2023,Candyman Toffees,Food,175,592,103600,South,4.7
23-07-2023,Aashirvaad Atta,Food,38,244,9272,West,4.5
23-07-2023,Sunfeast Biscuits,Food,290,353,102370,East,3.6
23-07-2023,Bingo Chips,Food,96,198,19008,North,4.7
23-07-2023,Yippee Noodles,Food,292,411,120012,East,3.7
23-07-2023,Classmate Notebooks,Stationery,53,405,21465,North,3.6
23-07-2023,Fiama Shower Gel,Personal Care,136,428,58208,West,3.6
23-07-2023,Vivel Soap,Personal Care,85,280,23800,West,4.7
23-07-2023,ITC Master Chef Frozen Foods,Food,223,264,58872,North,4.8
23-07-2023,Engage Deodorants,Personal Care,94,316,29704,East,3.8
23-07-2023,Candyman Toffees,Food,225,976,219600,South,4.4
24-07-2023,Aashirvaad Atta,Food,183,726,132858,West,5
24-07-2023,Sunfeast Biscuits,Food,40,572,22880,South,3.7
24-07-2023,Bingo Chips,Food,114,588,67032,East,4.9
24-07-2023,Yippee Noodles,Food,110,582,64020,West,4
24-07-2023,Classmate Notebooks,Stationery,29,304,8816,West,4.7
24-07-2023,Fiama Shower Gel,Personal Care,34,435,14790,South,4.6
24-07-2023,Vivel Soap,Personal Care,178,372,66216,East,4.5
24-07-2023,ITC Master Chef Frozen Foods,Food,270,62,16740,West,3.8
24-07-2023,Engage Deodorants,Personal Care,103,310,31930,East,4.4
24-07-2023,Candyman Toffees,Food,214,746,159644,East,4.7
25-07-2023,Aashirvaad Atta,Food,78,521,40638,North,4.6
25-07-2023,Sunfeast Biscuits,Food,209,265,55385,West,4.3
25-07-2023,Bingo Chips,Food,25,547,13675,North,3.9
25-07-2023,Yippee Noodles,Food,48,650,31200,West,3.6
25-07-2023,Classmate Notebooks,Stationery,263,777,204351,West,3.6
25-07-2023,Fiama Shower Gel,Personal Care,146,547,79862,South,3.5
25-07-2023,Vivel Soap,Personal Care,86,749,64414,South,4
25-07-2023,ITC Master Chef Frozen Foods,Food,24,853,20472,North,3.6
25-07-2023,Engage Deodorants,Personal Care,223,257,57311,West,4.6
25-07-2023,Candyman Toffees,Food,155,824,127720,North,4.1
26-07-2023,Aashirvaad Atta,Food,69,360,24840,West,4.1
26-07-2023,Sunfeast Biscuits,Food,38,712,27056,East,4.8
26-07-2023,Bingo Chips,Food,298,202,60196,East,3.8
26-07-2023,Yippee Noodles,Food,66,235,15510,West,4.3
26-07-2023,Classmate Notebooks,Stationery,167,836,139612,West,4.7
26-07-2023,Fiama Shower Gel,Personal Care,86,515,44290,South,4.2
26-07-2023,Vivel Soap,Personal Care,298,792,236016,North,4.3
26-07-2023,ITC Master Chef Frozen Foods,Food,198,999,197802,East,4.4
26-07-2023,Engage Deodorants,Personal Care,129,662,85398,North,4.3
26-07-2023,Candyman Toffees,Food,205,891,182655,North,3.9
27-07-2023,Aashirvaad Atta,Food,20,908,18160,North,4.7
27-07-2023,Sunfeast Biscuits,Food,262,271,71002,West,4
27-07-2023,Bingo Chips,Food,16,321,5136,West,4.8
27-07-2023,Yippee Noodles,Food,21,852,17892,South,4.2
27-07-2023,Classmate Notebooks,Stationery,237,834,197658,South,3.8
27-07-2023,Fiama Shower Gel,Personal Care,292,453,132276,North,4.6
27-07-2023,Vivel Soap,Personal Care,101,486,49086,East,3.5
27-07-2023,ITC Master Chef Frozen Foods,Food,112,616,68992,South,4.3
27-07-2023,Engage Deodorants,Personal Care,235,992,233120,South,3.6
27-07-2023,Candyman Toffees,Food,130,959,124670,East,4.5
28-07-2023,Aashirvaad Atta,Food,264,683,180312,East,4.1
28-07-2023,Sunfeast Biscuits,Food,294,667,196098,South,3.9
28-07-2023,Bingo Chips,Food,241,469,113029,West,3.6
28-07-2023,Yippee Noodles,Food,33,158,5214,East,4.4
28-07-2023,Classmate Notebooks,Stationery,34,236,8024,South,4.9
28-07-2023,Fiama Shower Gel,Personal Care,46,843,38778,East,4.2
28-07-2023,Vivel Soap,Personal Care,191,923,176293,South,4.3
28-07-2023,ITC Master Chef Frozen Foods,Food,62,909,56358,East,3.5
28-07-2023,Engage Deodorants,Personal Care,276,848,234048,East,4.8
28-07-2023,Candyman Toffees,Food,109,648,70632,East,3.7
29-07-2023,Aashirvaad Atta,Food,110,726,79860,South,4.6
29-07-2023,Sunfeast Biscuits,Food,116,971,112636,West,4
29-07-2023,Bingo Chips,Food,280,293,82040,South,4.1
29-07-2023,Yippee Noodles,Food,175,840,147000,East,4.8
29-07-2023,Classmate Notebooks,Stationery,203,172,34916,East,4.6
29-07-2023,Fiama Shower Gel,Personal Care,238,323,76874,South,3.8
29-07-2023,Vivel Soap,Personal Care,127,763,96901,East,4.4
29-07-2023,ITC Master Chef Frozen Foods,Food,200,925,185000,North,4.3
29-07-2023,Engage Deodorants,Personal Care,87,461,40107,North,4.5
29-07-2023,Candyman Toffees,Food,30,955,28650,East,4.6
30-07-2023,Aashirvaad Atta,Food,57,135,7695,West,4.2
30-07-2023,Sunfeast Biscuits,Food,160,190,30400,West,4.8
30-07-2023,Bingo Chips,Food,18,682,12276,North,5
30-07-2023,Yippee Noodles,Food,158,707,111706,East,3.6
30-07-2023,Classmate Notebooks,Stationery,250,561,140250,East,4.1
30-07-2023,Fiama Shower Gel,Personal Care,235,567,133245,East,4.3
30-07-2023,Vivel Soap,Personal Care,109,61,6649,South,3.8
30-07-2023,ITC Master Chef Frozen Foods,Food,144,271,39024,West,5
30-07-2023,Engage Deodorants,Personal Care,167,465,77655,East,4.7
30-07-2023,Candyman Toffees,Food,271,332,89972,North,3.7
31-07-2023,Aashirvaad Atta,Food,289,919,265591,East,4.7
31-07-2023,Sunfeast Biscuits,Food,212,263,55756,North,3.7
31-07-2023,Bingo Chips,Food,283,605,171215,East,3.6
31-07-2023,Yippee Noodles,Food,165,429,70785,North,3.5
31-07-2023,Classmate Notebooks,Stationery,171,956,163476,East,4.5
31-07-2023,Fiama Shower Gel,Personal Care,125,654,81750,East,4.9
31-07-2023,Vivel Soap,Personal Care,219,255,55845,West,4.1
31-07-2023,ITC Master Chef Frozen Foods,Food,145,667,96715,North,4.8
31-07-2023,Engage Deodorants,Personal Care,109,310,33790,South,3.7
31-07-2023,Candyman Toffees,Food,295,377,111215,East,4
01-08-2023,Aashirvaad Atta,Food,291,490,142590,East,4.7
01-08-2023,Sunfeast Biscuits,Food,136,985,133960,South,3.8
01-08-2023,Bingo Chips,Food,62,803,49786,South,4.9
01-08-2023,Yippee Noodles,Food,121,458,55418,West,4.4
01-08-2023,Classmate Notebooks,Stationery,206,884,182104,East,4.3
01-08-2023,Fiama Shower Gel,Personal Care,259,965,249935,West,3.7
01-08-2023,Vivel Soap,Personal Care,272,968,263296,South,4.9
01-08-2023,ITC Master Chef Frozen Foods,Food,299,923,275977,North,4.6
01-08-2023,Engage Deodorants,Personal Care,124,259,32116,North,3.8
01-08-2023,Candyman Toffees,Food,243,842,204606,West,4.6
02-08-2023,Aashirvaad Atta,Food,290,452,131080,East,4.8
02-08-2023,Sunfeast Biscuits,Food,36,665,23940,West,3.7
02-08-2023,Bingo Chips,Food,156,816,127296,East,4.9
02-08-2023,Yippee Noodles,Food,215,978,210270,East,4.8
02-08-2023,Classmate Notebooks,Stationery,295,71,20945,North,3.7
02-08-2023,Fiama Shower Gel,Personal Care,267,765,204255,East,5
02-08-2023,Vivel Soap,Personal Care,260,985,256100,East,4.8
02-08-2023,ITC Master Chef Frozen Foods,Food,231,307,70917,South,4.9
02-08-2023,Engage Deodorants,Personal Care,234,763,178542,East,4.4
02-08-2023,Candyman Toffees,Food,209,918,191862,North,4.4
03-08-2023,Aashirvaad Atta,Food,120,55,6600,West,3.8
03-08-2023,Sunfeast Biscuits,Food,246,964,237144,North,4.3
03-08-2023,Bingo Chips,Food,244,549,133956,West,3.8
03-08-2023,Yippee Noodles,Food,297,758,225126,West,3.7
03-08-2023,Classmate Notebooks,Stationery,66,347,22902,West,4.2
03-08-2023,Fiama Shower Gel,Personal Care,96,468,44928,East,4.9
03-08-2023,Vivel Soap,Personal Care,93,803,74679,West,4.8
03-08-2023,ITC Master Chef Frozen Foods,Food,199,991,197209,South,4.6
03-08-2023,Engage Deodorants,Personal Care,287,700,200900,East,4.6
03-08-2023,Candyman Toffees,Food,244,724,176656,South,4.7
04-08-2023,Aashirvaad Atta,Food,145,871,126295,West,4.3
04-08-2023,Sunfeast Biscuits,Food,43,913,39259,East,4.4
04-08-2023,Bingo Chips,Food,282,210,59220,West,4.3
04-08-2023,Yippee Noodles,Food,230,58,13340,North,4
04-08-2023,Classmate Notebooks,Stationery,214,454,97156,North,4
04-08-2023,Fiama Shower Gel,Personal Care,275,823,226325,North,4.4
04-08-2023,Vivel Soap,Personal Care,150,114,17100,East,3.6
04-08-2023,ITC Master Chef Frozen Foods,Food,19,418,7942,East,4
04-08-2023,Engage Deodorants,Personal Care,21,955,20055,North,3.6
04-08-2023,Candyman Toffees,Food,226,60,13560,West,4.1
05-08-2023,Aashirvaad Atta,Food,48,102,4896,East,3.9
05-08-2023,Sunfeast Biscuits,Food,65,167,10855,South,4.2
05-08-2023,Bingo Chips,Food,277,852,236004,East,4.5
05-08-2023,Yippee Noodles,Food,244,904,220576,West,4.1
05-08-2023,Classmate Notebooks,Stationery,144,71,10224,West,4.1
05-08-2023,Fiama Shower Gel,Personal Care,234,619,144846,East,4.6
05-08-2023,Vivel Soap,Personal Care,112,445,49840,East,3.5
05-08-2023,ITC Master Chef Frozen Foods,Food,64,280,17920,West,4.9
05-08-2023,Engage Deodorants,Personal Care,99,281,27819,South,4.9
05-08-2023,Candyman Toffees,Food,161,477,76797,North,3.9
06-08-2023,Aashirvaad Atta,Food,102,675,68850,East,4.4
06-08-2023,Sunfeast Biscuits,Food,152,272,41344,North,4.3
06-08-2023,Bingo Chips,Food,285,731,208335,North,4.5
06-08-2023,Yippee Noodles,Food,32,785,25120,East,4.9
06-08-2023,Classmate Notebooks,Stationery,162,382,61884,North,4.6
06-08-2023,Fiama Shower Gel,Personal Care,40,790,31600,East,5
06-08-2023,Vivel Soap,Personal Care,150,717,107550,East,4.5
06-08-2023,ITC Master Chef Frozen Foods,Food,108,96,10368,South,4.2
06-08-2023,Engage Deodorants,Personal Care,76,111,8436,North,4.6
06-08-2023,Candyman Toffees,Food,128,647,82816,North,3.6
07-08-2023,Aashirvaad Atta,Food,61,652,39772,North,4.5
07-08-2023,Sunfeast Biscuits,Food,213,929,197877,East,4.3
07-08-2023,Bingo Chips,Food,249,185,46065,South,4.2
07-08-2023,Yippee Noodles,Food,73,684,49932,South,4.7
07-08-2023,Classmate Notebooks,Stationery,29,577,16733,East,3.6
07-08-2023,Fiama Shower Gel,Personal Care,175,599,104825,North,4.3
07-08-2023,Vivel Soap,Personal Care,109,651,70959,West,3.8
07-08-2023,ITC Master Chef Frozen Foods,Food,88,634,55792,West,4
07-08-2023,Engage Deodorants,Personal Care,105,906,95130,East,4.6
07-08-2023,Candyman Toffees,Food,233,567,132111,East,5
08-08-2023,Aashirvaad Atta,Food,125,212,26500,West,4
08-08-2023,Sunfeast Biscuits,Food,191,298,56918,South,3.7
08-08-2023,Bingo Chips,Food,153,441,67473,South,4.7
08-08-2023,Yippee Noodles,Food,253,135,34155,South,4.6
08-08-2023,Classmate Notebooks,Stationery,193,682,131626,West,4.3
08-08-2023,Fiama Shower Gel,Personal Care,79,965,76235,North,4.3
08-08-2023,Vivel Soap,Personal Care,196,270,52920,South,4.3
08-08-2023,ITC Master Chef Frozen Foods,Food,287,241,69167,West,3.9
08-08-2023,Engage Deodorants,Personal Care,188,383,72004,South,4.4
08-08-2023,Candyman Toffees,Food,171,380,64980,North,4.4
09-08-2023,Aashirvaad Atta,Food,296,684,202464,South,4.3
09-08-2023,Sunfeast Biscuits,Food,251,939,235689,South,4.1
09-08-2023,Bingo Chips,Food,32,607,19424,South,4.4
09-08-2023,Yippee Noodles,Food,198,692,137016,West,3.8
09-08-2023,Classmate Notebooks,Stationery,122,93,11346,South,4.5
09-08-2023,Fiama Shower Gel,Personal Care,282,876,247032,West,3.9
09-08-2023,Vivel Soap,Personal Care,54,157,8478,South,4
09-08-2023,ITC Master Chef Frozen Foods,Food,186,277,51522,West,4.6
09-08-2023,Engage Deodorants,Personal Care,276,919,253644,North,4.7
09-08-2023,Candyman Toffees,Food,199,736,146464,North,4.9
10-08-2023,Aashirvaad Atta,Food,154,793,122122,West,4.3
10-08-2023,Sunfeast Biscuits,Food,222,601,133422,South,4.4
10-08-2023,Bingo Chips,Food,190,548,104120,East,4.1
10-08-2023,Yippee Noodles,Food,271,833,225743,South,4.2
10-08-2023,Classmate Notebooks,Stationery,189,993,187677,West,4.8
10-08-2023,Fiama Shower Gel,Personal Care,186,930,172980,South,4.4
10-08-2023,Vivel Soap,Personal Care,138,98,13524,North,4.9
10-08-2023,ITC Master Chef Frozen Foods,Food,125,585,73125,East,4.1
10-08-2023,Engage Deodorants,Personal Care,136,283,38488,South,4.7
10-08-2023,Candyman Toffees,Food,234,939,219726,North,4.8
11-08-2023,Aashirvaad Atta,Food,21,84,1764,West,4.7
11-08-2023,Sunfeast Biscuits,Food,229,490,112210,East,3.9
11-08-2023,Bingo Chips,Food,238,984,234192,North,3.8
11-08-2023,Yippee Noodles,Food,299,504,150696,North,3.6
11-08-2023,Classmate Notebooks,Stationery,137,751,102887,South,4.8
11-08-2023,Fiama Shower Gel,Personal Care,24,362,8688,East,3.7
11-08-2023,Vivel Soap,Personal Care,205,892,182860,North,4.2
11-08-2023,ITC Master Chef Frozen Foods,Food,25,472,11800,North,3.6
11-08-2023,Engage Deodorants,Personal Care,133,580,77140,West,3.6
11-08-2023,Candyman Toffees,Food,86,278,23908,South,4.3
12-08-2023,Aashirvaad Atta,Food,212,622,131864,North,3.8
12-08-2023,Sunfeast Biscuits,Food,112,375,42000,East,4.2
12-08-2023,Bingo Chips,Food,203,836,169708,South,4.4
12-08-2023,Yippee Noodles,Food,122,874,106628,West,5
12-08-2023,Classmate Notebooks,Stationery,295,504,148680,North,5
12-08-2023,Fiama Shower Gel,Personal Care,136,242,32912,South,4.3
12-08-2023,Vivel Soap,Personal Care,19,141,2679,North,4.6
12-08-2023,ITC Master Chef Frozen Foods,Food,61,756,46116,South,4.6
12-08-2023,Engage Deodorants,Personal Care,296,524,155104,South,4.3
12-08-2023,Candyman Toffees,Food,102,981,100062,North,4.9
13-08-2023,Aashirvaad Atta,Food,154,647,99638,South,4.4
13-08-2023,Sunfeast Biscuits,Food,269,725,195025,North,4.7
13-08-2023,Bingo Chips,Food,214,167,35738,North,4.1
13-08-2023,Yippee Noodles,Food,163,728,118664,South,3.5
13-08-2023,Classmate Notebooks,Stationery,65,277,18005,South,4.5
13-08-2023,Fiama Shower Gel,Personal Care,153,799,122247,West,4.9
13-08-2023,Vivel Soap,Personal Care,229,569,130301,North,4.4
13-08-2023,ITC Master Chef Frozen Foods,Food,284,402,114168,South,4.9
13-08-2023,Engage Deodorants,Personal Care,133,251,33383,South,4.5
13-08-2023,Candyman Toffees,Food,122,140,17080,North,4.6
14-08-2023,Aashirvaad Atta,Food,227,638,144826,West,4.7
14-08-2023,Sunfeast Biscuits,Food,161,884,142324,East,4.1
14-08-2023,Bingo Chips,Food,103,609,62727,West,4.9
14-08-2023,Yippee Noodles,Food,165,733,120945,North,4.9
14-08-2023,Classmate Notebooks,Stationery,186,390,72540,West,4.4
14-08-2023,Fiama Shower Gel,Personal Care,212,746,158152,South,4.3
14-08-2023,Vivel Soap,Personal Care,225,604,135900,East,3.8
14-08-2023,ITC Master Chef Frozen Foods,Food,195,298,58110,South,3.9
14-08-2023,Engage Deodorants,Personal Care,31,922,28582,North,3.8
14-08-2023,Candyman Toffees,Food,88,907,79816,West,3.8
15-08-2023,Aashirvaad Atta,Food,185,919,170015,South,4.1
15-08-2023,Sunfeast Biscuits,Food,236,155,36580,South,4.7
15-08-2023,Bingo Chips,Food,45,765,34425,West,3.6
15-08-2023,Yippee Noodles,Food,179,600,107400,West,4.2
15-08-2023,Classmate Notebooks,Stationery,61,848,51728,South,4.5
15-08-2023,Fiama Shower Gel,Personal Care,193,713,137609,East,4.2
15-08-2023,Vivel Soap,Personal Care,262,827,216674,South,4.2
15-08-2023,ITC Master Chef Frozen Foods,Food,280,820,229600,South,4.4
15-08-2023,Engage Deodorants,Personal Care,65,880,57200,North,4.2
15-08-2023,Candyman Toffees,Food,125,653,81625,East,4.8
16-08-2023,Aashirvaad Atta,Food,66,611,40326,East,4.1
16-08-2023,Sunfeast Biscuits,Food,91,421,38311,South,4.1
16-08-2023,Bingo Chips,Food,93,92,8556,South,3.9
16-08-2023,Yippee Noodles,Food,103,859,88477,North,4.6
16-08-2023,Classmate Notebooks,Stationery,299,425,127075,South,4.2
16-08-2023,Fiama Shower Gel,Personal Care,222,197,43734,North,4.7
16-08-2023,Vivel Soap,Personal Care,97,373,36181,South,4
16-08-2023,ITC Master Chef Frozen Foods,Food,91,690,62790,North,3.7
16-08-2023,Engage Deodorants,Personal Care,289,319,92191,East,4.8
16-08-2023,Candyman Toffees,Food,33,912,30096,West,4.4
17-08-2023,Aashirvaad Atta,Food,289,766,221374,South,3.9
17-08-2023,Sunfeast Biscuits,Food,203,385,78155,North,3.9
17-08-2023,Bingo Chips,Food,84,996,83664,North,3.5
17-08-2023,Yippee Noodles,Food,174,898,156252,East,3.5
17-08-2023,Classmate Notebooks,Stationery,51,973,49623,East,4.5
17-08-2023,Fiama Shower Gel,Personal Care,147,236,34692,West,4.7
17-08-2023,Vivel Soap,Personal Care,51,911,46461,South,3.9
17-08-2023,ITC Master Chef Frozen Foods,Food,35,420,14700,North,4
17-08-2023,Engage Deodorants,Personal Care,131,155,20305,South,3.9
17-08-2023,Candyman Toffees,Food,240,357,85680,South,3.8
18-08-2023,Aashirvaad Atta,Food,299,159,47541,North,4.7
18-08-2023,Sunfeast Biscuits,Food,62,405,25110,North,3.8
18-08-2023,Bingo Chips,Food,114,199,22686,South,3.8
18-08-2023,Yippee Noodles,Food,176,762,134112,West,3.7
